sceAta_driver
sceImpose
  0x68676C0A, sceImpose_68676C0A
  0x381BD9E7, sceImposeHomeButton
sceImpose_driver
  0xBDBC42A6, sceImposeInit
  0xC7E36CC7, sceImposeEnd
  0x1AEED8FE, sceImposeSuspend
  0x86924032, sceImposeResume
  0x1B6E3400, sceImposeGetStatus
  0x9C8C6C81, sceImposeSetStatus
  0x531C9778, sceImposeGetParam
  0x810FB7FB, sceImposeSetParam
  0xB415FC59, sceImposeChanges
  0x68676C0A, sceImpose_driver_68676C0A
  0x381BD9E7, sceImposeHomeButton
InitForKernel
  0x2C6E9FE9, sceKernelGetChunk
  0x1D3256BA, sceKernelRegisterChunk
  0xCE88E870, sceKernelReleaseChunk
  0x7A2333AD, sceKernelInitApitype
  0x27932388, sceKernelBootFrom
  0xA6E71B93, sceKernelInitFileName
InterruptManagerForKernel
  0x092968F4, sceKernelCpuSuspendIntr
  0x5F10D406, sceKernelCpuResumeIntr
  0x3B84732D, sceKernelCpuResumeIntrWithSync
  0xFE28C6D9, sceKernelIsIntrContext
  0x53991063, InterruptManagerForKernel_53991063
  0x468BC716, sceKernelGetInterruptExitCount
  0x43CD40EF, ReturnToThread
  0x85F7766D, SaveThreadContext
  0x02314986, sceKernelCpuEnableIntr
  0x00B6B0F3, QueryInterruptManCB
  0x58DD8978, sceKernelRegisterIntrHandler
  0x15894D0B, InterruptManagerForKernel_15894D0B
  0xF987B1F0, sceKernelReleaseIntrHandler
  0xB5A15B30, sceKernelSetIntrLevel
  0x43A7BBDC, InterruptManagerForKernel_43A7BBDC
  0x02475AAF, sceKernelIsInterruptOccurred
  0x4D6E7305, sceKernelEnableIntr
  0x750E2507, sceKernelSuspendIntr
  0xD774BA45, sceKernelDisableIntr
  0x494D6D2B, sceKernelResumeIntr
  0x2CD783A1, RegisterContextHooks
  0x55242A8B, ReleaseContextHooks
  0x27BC9A45, UnSupportIntr
  0x0E224D66, SupportIntr
  0x272766F8, sceKernelRegisterDebuggerIntrHandler
  0xB386A459, sceKernelReleaseDebuggerIntrHandler
  0xCDC86B64, sceKernelCallSubIntrHandler
  0xD6878EB6, sceKernelGetUserIntrStack
  0xF4454E44, sceKernelCallUserIntrHandler
  0xCA04A2B9, sceKernelRegisterSubIntrHandler
  0xD61E6961, sceKernelReleaseSubIntrHandler
  0xFB8E22EC, sceKernelEnableSubIntr
  0x8A389411, sceKernelDisableSubIntr
  0x5CB5A78B, sceKernelSuspendSubIntr
  0x7860E0DC, sceKernelResumeSubIntr
  0xFC4374B8, sceKernelIsSubInterruptOccurred
  0xD2E8363F, QueryIntrHandlerInfo
  0x30C08374, sceKernelGetCpuClockCounter
  0x35634A64, sceKernelGetCpuClockCounterWide
  0x2DC9709B, _sceKernelGetCpuClockCounterLow
  0xE9E652A9, _sceKernelGetCpuClockCounterHigh
  0x0FC68A56, sceKernelSetPrimarySyscallHandler
  0xF4D443F3, sceKernelRegisterSystemCallTable
  0x8B61808B, sceKernelQuerySystemCall
InterruptManager
  0xCA04A2B9, sceKernelRegisterSubIntrHandler
  0xD61E6961, sceKernelReleaseSubIntrHandler
  0xFB8E22EC, sceKernelEnableSubIntr
  0x8A389411, sceKernelDisableSubIntr
  0x5CB5A78B, sceKernelSuspendSubIntr
  0x7860E0DC, sceKernelResumeSubIntr
  0xFC4374B8, sceKernelIsSubInterruptOccurred
  0xD2E8363F, QueryIntrHandlerInfo
  0xEEE43F47, sceKernelRegisterUserSpaceIntrStack
IoFileMgrForUser
  0x3251EA56, sceIoPollAsync
  0xE23EEC33, sceIoWaitAsync
  0x35DBD746, sceIoWaitAsyncCB
  0xCB05F8D6, sceIoGetAsyncStat
  0xB293727F, sceIoChangeAsyncPriority
  0xA12A0514, sceIoSetAsyncCallback
  0x810C4BC3, sceIoClose
  0xFF5940B6, sceIoCloseAsync
  0x109F50BC, sceIoOpen
  0x89AA9906, sceIoOpenAsync
  0x6A638D83, sceIoRead
  0xA0B5A7C2, sceIoReadAsync
  0x42EC03AC, sceIoWrite
  0x0FACAB19, sceIoWriteAsync
  0x27EB27B8, sceIoLseek
  0x71B19E77, sceIoLseekAsync
  0x68963324, sceIoLseek32
  0x1B385D8F, sceIoLseek32Async
  0x63632449, sceIoIoctl
  0xE95A012B, sceIoIoctlAsync
  0xB29DDF9C, sceIoDopen
  0xE3EB004C, sceIoDread
  0xEB092469, sceIoDclose
  0xF27A9C51, sceIoRemove
  0x06A70004, sceIoMkdir
  0x1117C65F, sceIoRmdir
  0x55F4717D, sceIoChdir
  0xAB96437F, sceIoSync
  0xACE946E8, sceIoGetstat
  0xB8A740F4, sceIoChstat
  0x779103A0, sceIoRename
  0x54F5FB11, sceIoDevctl
  0x08BD7374, sceIoGetDevType
  0xB2A628C1, sceIoAssign
  0x6D08A871, sceIoUnassign
  0xE8BC6571, sceIoCancel
IoFileMgrForKernel
  0x3251EA56, sceIoPollAsync
  0xE23EEC33, sceIoWaitAsync
  0x35DBD746, sceIoWaitAsyncCB
  0xCB05F8D6, sceIoGetAsyncStat
  0xB293727F, sceIoChangeAsyncPriority
  0xA12A0514, sceIoSetAsyncCallback
  0x810C4BC3, sceIoClose
  0xFF5940B6, sceIoCloseAsync
  0xA905B705, sceIoCloseAll
  0x109F50BC, sceIoOpen
  0x89AA9906, sceIoOpenAsync
  0x3C54E908, sceIoReopen
  0x6A638D83, sceIoRead
  0xA0B5A7C2, sceIoReadAsync
  0x42EC03AC, sceIoWrite
  0x0FACAB19, sceIoWriteAsync
  0x27EB27B8, sceIoLseek
  0x71B19E77, sceIoLseekAsync
  0x68963324, sceIoLseek32
  0x1B385D8F, sceIoLseek32Async
  0x63632449, sceIoIoctl
  0xE95A012B, sceIoIoctlAsync
  0xB29DDF9C, sceIoDopen
  0xE3EB004C, sceIoDread
  0xEB092469, sceIoDclose
  0xF27A9C51, sceIoRemove
  0x06A70004, sceIoMkdir
  0x1117C65F, sceIoRmdir
  0x55F4717D, sceIoChdir
  0xAB96437F, sceIoSync
  0xACE946E8, sceIoGetstat
  0xB8A740F4, sceIoChstat
  0x779103A0, sceIoRename
  0x54F5FB11, sceIoDevctl
  0x08BD7374, sceIoGetDevType
  0xB2A628C1, sceIoAssign
  0x6D08A871, sceIoUnassign
  0x411106BA, sceIoGetThreadCwd
  0xCB0A151F, sceIoChangeThreadCwd
  0xE8BC6571, sceIoCancel
  0x8E982A74, sceIoAddDrv
  0xC7F35804, sceIoDelDrv
sceIsofs_driver
  0x19F9734D, sceIsofsGetFileSystem
sceLcdc_driver
  0xB55500A3, sceLcdcInit
  0x0E8E8774, sceLcdcEnd
  0xDCD51769, sceLcdcSuspend
  0xC6F10C77, sceLcdcResume
  0xA182B32C, sceLcdcEnable
  0xA0032C3D, sceLcdcDisable
  0x73A3A01D, sceLcdcCheckMode
  0x0BC2B5E2, sceLcdcSetMode
  0xA2E70DA6, sceLcdcReset
  0x965D1633, sceLcdc_driver_965D1633
  0xB3BA421A, sceLcdc_driver_B3BA421A
  0x3107417C, sceLcdc_driver_3107417C
  0x551C5BC3, sceLcdc_driver_551C5BC3
  0xFE5A8859, sceLcdc_driver_FE5A8859
  0x7BDC15C8, sceLcdc_driver_7BDC15C8
  0xE08B076B, sceLcdc_driver_E08B076B
sceLed_driver
  0xB0B6A883, sceLedInit
  0xA8542C48, sceLedEnd
  0xDE91D3A4, sceLedSuspend
  0xA13B3D38, sceLedResume
  0xEA24BE03, sceLedSetMode
sceLFatFs_driver
  0x933F6E29, sceLFatFs_driver_933F6E29
  0x8F0560E0, sceLFatFs_driver_8F0560E0
LflashFatfmt
  0xB7A424A4, sceLflashFatfmtStartFatfmt
sceAtrac3plus
  0xD1F59FDB, sceAtracStartEntry
  0xD5C28CC0, sceAtracEndEntry
  0x780F88D1, sceAtracGetAtracID
  0x61EB33F5, sceAtracReleaseAtracID
  0x0E2A73AB, sceAtracSetData
  0x3F6E26B5, sceAtracSetHalfwayBuffer
  0x7A20E7AF, sceAtracSetDataAndGetID
  0x0FAE370E, sceAtracSetHalfwayBufferAndGetID
  0x6A8C3CD5, sceAtracDecodeData
  0x9AE849A7, sceAtracGetRemainFrame
  0x5D268707, sceAtracGetStreamDataInfo
  0x7DB31251, sceAtracAddStreamData
  0x83E85EA0, sceAtracGetSecondBufferInfo
  0x83BF7AFD, sceAtracSetSecondBuffer
  0xE23E3A35, sceAtracGetNextDecodePosition
  0xA2BBA8BE, sceAtracGetSoundSample
  0x31668BAA, sceAtracGetChannel
  0xD6A5F2F7, sceAtracGetMaxSample
  0x36FAABFB, sceAtracGetNextSample
  0xA554A158, sceAtracGetBitrate
  0xFAA4F89B, sceAtracGetLoopStatus
  0x868120B5, sceAtracSetLoopNum
  0xCA3CA3D2, sceAtracGetBufferInfoForReseting
  0x644E5607, sceAtracResetPlayPosition
  0xE88F759B, sceAtracGetInternalErrorInfo
sceHttp
  0xAB1ABE07, sceHttpInit
  0xD1C8945E, sceHttpEnd
  0x9B1F1F36, sceHttpCreateTemplate
  0xFCF8C055, sceHttpDeleteTemplate
  0x8EEFD953, sceHttpCreateConnection
  0xCDF8ECB9, sceHttpCreateConnectionWithURL
  0x5152773B, sceHttpDeleteConnection
  0x47347B50, sceHttpCreateRequest
  0xB509B09E, sceHttpCreateRequestWithURL
  0xA5512E01, sceHttpDeleteRequest
  0x47940436, sceHttpSetResolveTimeOut
  0x8ACD1F73, sceHttpSetConnectTimeOut
  0x9988172D, sceHttpSetSendTimeOut
  0x1F0FC3E3, sceHttpSetRecvTimeOut
  0x78A0D3EC, sceHttpEnableKeepAlive
  0xC7EF2559, sceHttpDisableKeepAlive
  0x0809C831, sceHttpEnableRedirect
  0x1A0EBB69, sceHttpDisableRedirect
  0x9FC5F10D, sceHttpEnableAuth
  0xAE948FEE, sceHttpDisableAuth
  0x0DAFA58F, sceHttpEnableCookie
  0x0B12ABFB, sceHttpDisableCookie
  0xA6800C34, sceHttpInitCache
  0x78B54C09, sceHttpEndCache
  0x59E6D16F, sceHttpEnableCache
  0xCCBD167A, sceHttpDisableCache
  0xBB70706F, sceHttpSendRequest
  0xC10B6BD9, sceHttpAbortRequest
  0x0282A3BD, sceHttpGetContentLength
  0x4CC7D78F, sceHttpGetStatusCode
  0xDB266CCF, sceHttpGetAllHeader
  0xEDEEB999, sceHttpReadData
  0xF49934F6, sceHttpSetMallocFunction
  0x2A6C3296, sceHttpSetAuthInfoCB
  0x15540184, sceHttpDeleteHeader
  0x3EABA285, sceHttpAddExtraHeader
  0xF0F46C62, sceHttpSetProxy
  0xD70D4847, sceHttpGetProxy
  0xD081EC8F, sceHttpGetNetworkErrno
  0xE4D21302, sceHttpsInit
  0x68AB0F86, sceHttpsInitWithPath
  0x87797BDD, sceHttpsLoadDefaultCert
  0xF9D8EB63, sceHttpsEnd
  0xBAC31BF1, sceHttpsEnableOption
  0xB3FAF831, sceHttpsDisableOption
sceParseHttp
  0x8077A433, sceParseHttpStatusLine
  0xAD7BFDEF, sceParseHttpResponseHeader
sceParseUri
  0x49E950EC, sceUriEscape
  0x062BB07E, sceUriUnescape
  0x568518C9, sceUriParse
  0x7EE318AF, sceUriBuild
sceLibUpdateDL
  0xFC1AB540, sceUpdateDownloadInit
  0xF6690A9A, sceUpdateDownloadInitEx
  0x88FF3935, sceLibUpdateDL_88FF3935
  0xB5DB018D, sceLibUpdateDL_B5DB018D
  0xF7E66CB4, sceLibUpdateDL_F7E66CB4
  0xC1AF1076, sceLibUpdateDL_C1AF1076
  0xD6A09757, sceUpdateDownloadEnd
  0xFD675E8D, sceLibUpdateDL_FD675E8D
  0xFA9AA797, sceUpdateDownloadReadData
  0x4F49C9C1, sceUpdateDownloadAbort
LoadCoreForKernel
  0xACE23476, sceKernelCheckPspConfig
  0x7BE1421C, sceKernelCheckExecFile
  0xBF983EF2, sceKernelProbeExecutableObject
  0x7068E6BA, sceKernelLoadExecutableObject
  0xB4D6FECC, sceKernelApplyElfRelSection
  0x54AB2675, sceKernelApplyPspRelSection
  0x2952F5AC, sceKernelDcacheWBinvAll
  0xD8779AC6, sceKernelIcacheClearAll
  0x99A695F0, sceKernelRegisterLibrary
  0x5873A31F, sceKernelRegisterLibraryForUser
  0x0B464512, sceKernelReleaseLibrary
  0x9BAF90F6, sceKernelCanReleaseLibrary
  0x0E760DBA, sceKernelLinkLibraryEntries
  0x0DE1F600, sceKernelLinkLibraryEntriesForUser
  0xDA1B09AA, sceKernelUnLinkLibraryEntries
  0xC99DD47A, sceKernelQueryLoadCoreCB
  0x616FCCCD, sceKernelSetBootCallbackLevel
  0xF32A2940, sceKernelModuleFromUID
  0xCD0F3BAC, sceKernelCreateModule
  0x6B2371C2, sceKernelDeleteModule
  0x7320D964, sceKernelModuleAssign
  0x44B292AB, sceKernelAllocModule
  0xBD61D4D5, sceKernelFreeModule
  0xAE7C6E76, sceKernelRegisterModule
  0x74CF001A, sceKernelReleaseModule
  0xCF8A41B1, sceKernelFindModuleByName
  0xFB8AE27D, sceKernelFindModuleByAddress
  0xCCE4A157, sceKernelFindModuleByUID
  0x82CE54ED, sceKernelModuleCount
  0xC0584F0C, sceKernelGetModuleList
  0x929B5C69, sceKernelGetModuleListWithAlloc
  0x8D8A8ACE, sceKernelAssignModule
  0xaff947d4, sceKernelCreateAssignModule
  0x05D915DB, sceKernelGetModuleIdListForKernel
  0x52A86C21, sceKernelGetModuleFromUID
  0x5248a98f, sceKernelLoadModuleBootLoadCore
LoadExecForUser
  0xBD2F1094, sceKernelLoadExec
  0x2AC9954B, sceKernelExitGameWithStatus
  0x05572A5F, sceKernelExitGame
  0x4AC57943, sceKernelRegisterExitCallback
LoadExecForKernel
  0xBD2F1094, sceKernelLoadExec
  0x2AC9954B, sceKernelExitGameWithStatus
  0x05572A5F, sceKernelExitGame
  0xAC085B9E, sceKernelLoadExecVSHFromHost
  0x1B97BDB3, sceKernelLoadExecVSHDisc
  0x821BE114, sceKernelLoadExecVSHDiscUpdater
  0x015DA036, sceKernelLoadExecBufferVSHUsbWlan
  0x4F41E75E, sceKernelLoadExecBufferVSHUsbWlanDebug
  0x31DF42BF, sceKernelLoadExecVSHMs1
  0x28D0D249, sceKernelLoadExecVSHMs2
  0x70901231, sceKernelLoadExecVSHMs3
  0xA3D5E142, sceKernelExitVSHVSH
  0x62C459E1, sceKernelLoadExecBufferVSHPlain
  0x918782E8, sceKernelLoadExecBufferVSHFromHost
  0xBB28E9B7, sceKernelLoadExecBufferPlain0
  0x71A1D738, sceKernelLoadExecBufferPlain
  0x4D5C75BE, sceKernelLoadExecFromHost
  0x4AC57943, sceKernelRegisterExitCallback
  0xD9739B89, sceKernelUnregisterExitCallback
  0x659188E1, sceKernelCheckExitCallback
  0x62A27008, sceKernelInvokeExitCallback
  0x7b7c47ef, sceKernelLoadExecVSHDiscDebug
sceMe4VSH_driver
  0x99CBCF35, sceMe4VSH_driver_99CBCF35
sceMeWrapper_driver
  0x63463F66, sceMeWrapperInit
  0xC3A1D6B2, sceMeWrapperEnd
  0xB655AD4E, sceMeWrapper_driver_B655AD4E
  0x06F0236A, sceMeWrapper_driver_06F0236A
  0x176BBE07, sceMeWrapper_driver_176BBE07
  0xDE2E7E89, sceMeWrapper_driver_DE2E7E89
  0xE67F4E0A, sceMeWrapper_driver_E67F4E0A
  0x1C6A60E1, sceMeWrapper_driver_1C6A60E1
  0xC00D873B, sceMeWrapper_driver_C00D873B
  0xFEE0A97D, sceMeWrapper_driver_FEE0A97D
  0xBAC7C2BE, sceMeWrapper_driver_BAC7C2BE
  0x39F06790, sceMeWrapper_driver_39F06790
  0xA177798D, sceMeMalloc
  0xC86500E3, sceMeCalloc
  0x5AD660FA, sceMeFree
  0xD1EA3DFD, sceMeWrapper_driver_D1EA3DFD
  0x3D5F109C, sceMeWrapper_driver_3D5F109C
  0x04AFF68E, sceMeRpcLock
  0xB97B15D7, sceMeRpcUnlock
  0x4794C05C, sceMeEnableFunctions
  0x55F11AF6, sceMeWrapper_driver_55F11AF6
  0x8EBBBBA3, sceMeWrapper_driver_8EBBBBA3
  0xB6FE3E62, sceMeWrapper_driver_B6FE3E62
  0x05B2C420, sceMePowerControlAvcPower
  0x579ACEA9, sceMePowerSelectAvcClock
sceMeVideo_driver
  0xB655AD4E, sceMeVideo_driver_B655AD4E
  0x06F0236A, sceMeVideo_driver_06F0236A
  0x176BBE07, sceMeVideo_driver_176BBE07
  0xDE2E7E89, sceMeVideo_driver_DE2E7E89
  0xE67F4E0A, sceMeVideo_driver_E67F4E0A
  0x1C6A60E1, sceMeVideo_driver_1C6A60E1
sceMeAudio_driver
  0xC00D873B, sceMeAudio_driver_C00D873B
  0xFEE0A97D, sceMeAudio_driver_FEE0A97D
  0xBAC7C2BE, sceMeAudio_driver_BAC7C2BE
  0x39F06790, sceMeAudio_driver_39F06790
sceMeMemory_driver
  0xA177798D, sceMeMalloc
  0xC86500E3, sceMeCalloc
  0x5AD660FA, sceMeFree
sceMeCore_driver
  0xD1EA3DFD, sceMeCore_driver_D1EA3DFD
  0x3D5F109C, sceMeCore_driver_3D5F109C
  0x04AFF68E, sceMeRpcLock
  0xB97B15D7, sceMeRpcUnlock
  0x4794C05C, sceMeEnableFunctions
sceMePower_driver
  0x55F11AF6, sceMePower_driver_55F11AF6
  0x8EBBBBA3, sceMePower_driver_8EBBBBA3
  0xB6FE3E62, sceMePower_driver_B6FE3E62
  0x05B2C420, sceMePowerControlAvcPower
  0x579ACEA9, sceMePowerSelectAvcClock
sceMeBooter_driver
  0x3BCB751E, me_init
sceMeBooter_driver
  0x3BCB751E, me_init
sceUmd
  0x3342000C, sceUmdIsUMD
  0xB8479844, sceUmdCallBackInit
  0xBE17B77C, sceUmd_BE17B77C
  0x28355079, sceUmd_28355079
  0x7850F057, sceUmd_7850F057
  0xF6AC1DBA, sceUmd_F6AC1DBA
  0xAEE7404D, sceUmdRegisterUMDCallBack
  0x1FB77367, sceUmd_1FB77367
  0x84231FCF, sceUmd_84231FCF
  0x18624052, sceUmd_18624052
  0x8EF268AC, sceUmd_8EF268AC
  0xE71270FA, sceUmd_E71270FA
  0x04D1AAD9, sceUmd_04D1AAD9
  0xBD2BDE07, sceUmdUnRegisterUMDCallBack
  0x27A764A1, sceUmd_27A764A1
  0x7AA26C9A, sceUmd_7AA26C9A
  0xF8FD25E7, sceUmd_F8FD25E7
  0xA140DEC2, sceUmd_A140DEC2
  0x725DFB14, sceUmd_725DFB14
  0x7F40CC41, sceUmd_7F40CC41
  0x1A2485D2, sceUmd_1A2485D2
  0x3BA4EC53, sceUmd_3BA4EC53
  0x08709F2D, sceUmd_08709F2D
  0xAD18C797, sceUmd_AD18C797
  0x9CADBF19, sceUmdSetActivateData
  0x7F38693E, sceUmdSetDeactivateData
  0x075F1E0B, sceUmd_075F1E0B
  0xEB56097E, sceUmd_EB56097E
  0x46EBB729, sceUmdCheckMedium
  0x230666E3, sceUmdSetDriveStatus
  0xAE53DC2D, sceUmdClearDriveStatus
  0xD45D1FE6, sceUmdGetDriveStatus
  0x3D0DECD5, sceUmd_3D0DECD5
  0xD01B2DC6, sceUmd_D01B2DC6
  0x3925CBD8, sceUmd_3925CBD8
  0x003E3396, sceUmdGetUMDPower
  0x0F7E578A, sceUmd_0F7E578A
  0x9DCB2DA6, sceUmdSetResumeStatus
  0xFD3878D6, sceUmdSetSuspendStatus
  0x3CE40626, sceUmd_3CE40626
  0x1E62CCA3, sceUmd_1E62CCA3
  0x6A41ED25, sceUmdGetSuspendResumeMode
  0x4C952ACF, sceUmdSetSuspendResumeMode
sceUmdUser
  0x46EBB729, sceUmdCheckMedium
  0xC6183D47, sceUmdActivate
  0xE83742BA, sceUmdDeactivate
  0x8EF08FCE, sceUmdWaitDriveStat
  0x56202973, sceUmdWaitDriveStatWithTimer
  0x4A9E5E29, sceUmdWaitDriveStatCB
  0x6B4A146C, sceUmdGetDriveStat
  0x20628E6F, sceUmdGetErrorStat
  0x340B7686, sceUmdGetDiscInfo
  0xAEE7404D, sceUmdRegisterUMDCallBack
  0xBD2BDE07, sceUmdUnRegisterUMDCallBack
sceMemab_driver
  0x01FD1BA0, sceMemab_driver_01FD1BA0
  0x0C134D3F, sceMemab_driver_0C134D3F
  0xA4720EED, sceMemab_driver_A4720EED
  0xDC598EF3, sceMemab_driver_DC598EF3
  0x8DAC2343, sceMemab_driver_8DAC2343
  0xDAE8A629, sceMemab_driver_DAE8A629
  0xCF49BCBB, sceMemab_driver_CF49BCBB
  0xE6D3ACE2, sceMemab_driver_E6D3ACE2
  0xB54E1AA7, sceMemab_driver_B54E1AA7
  0xF1D2B9B0, sceMemab_driver_F1D2B9B0
  0x4DF566D3, sceMemab_driver_4DF566D3
memlmd
  0x8BDB1A3E, sceUtilsGetLoadModuleABLength
  0x185F0A2A, memlmd_185F0A2A
semaphore
  0x00EEC06A, sceUtilsBufferCopy
  0x8EEB7BF2, semaphore_8EEB7BF2
  0x4C537C72, semaphore_4C537C72
  0x77E97079, semaphore_77E97079
sceMesgLed_driver
  0x84A04017, sceMesgLed_driver_84A04017
  0xA86D5005, sceMesgLed_driver_A86D5005
  0xA4547DF1, sceMesgLed_driver_A4547DF1
  0x94EB1072, sceMesgLed_driver_94EB1072
  0x198FD3BE, sceMesgLed_driver_198FD3BE
  0xFBC694C7, sceMesgLed_driver_FBC694C7
  0x07E152BE, sceMesgLed_driver_07E152BE
  0x9906F33A, sceMesgLed_driver_9906F33A
  0x46AC0E78, sceMesgLed_driver_46AC0E78
  0x55C8785E, sceMesgLed_driver_55C8785E
  0x67A5ECDF, sceMesgLed_driver_67A5ECDF
  0x85B9D9F3, sceMesgLed_driver_85B9D9F3
  0x951F4A5B, sceMesgLed_driver_951F4A5B
  0x58999D8E, sceMesgLed_driver_58999D8E
  0x9FC926A0, sceMesgLed_driver_9FC926A0
  0x7A922276, sceMesgLed_driver_7A922276
sceResmap_driver
  0xE5659590, sceResmapPrepare
  0x4434E59F, sceResmap_driver_4434E59F
sceDbman_driver
  0xB2B8C3F9, sceDbmanSelect
  0x34B53D46, sceDbman_driver_34B53D46
sceNwman_driver
  0x9555D68D, sceNwman_driver_9555D68D
sceResmgr_driver
  0x9DC14891, sceResmgr_driver_9DC14891
sceResmgr
  0x9DC14891, sceResmgr_9DC14891
sceMesgd_driver
  0x102DC8AF, sceMesgd_driver_102DC8AF
  0xADD0CB66, sceMesgd_driver_ADD0CB66
sceWmd_driver
  0x7A0E484C, sceWmd_driver_7A0E484C
  0xB7CE9041, sceWmd_driver_B7CE9041
sceDbsvr_driver
  0x94561901, sceDbsvrGetData
sceMgr_driver
  0xECBC76EF, sceMgrInit
  0xDB1160A2, sceMgrEnd
  0x604EF590, sceMgrReset
  0xBB36AD19, sceMgrLock
  0x62BF32DD, sceMgrPollLock
  0xDBEDF631, sceMgrUnLock
  0xF30E22CF, sceMgrAllocKeyReg
  0x1B8F3192, sceMgrFreeKeyReg
  0x896EEE57, sceMgrGetLeafID
  0x733917D9, sceMgrGetInitialEKB
  0x4B166A14, sceMgrGetDefaultEKB
  0x782EB996, sceMgrInitSeed
  0x9ACFEAF6, sceMgrRandom
  0x4985A5A8, sceMgrCreateKc
  0x62F480BF, sceMgrEncryptKcWithKse
  0xDC515D30, sceMgrDecryptKcWithKse
  0xC3677CF4, sceMgrDecryptEKB
  0x8407D6DC, sceMgrDecryptLocalEKB
  0xB434A376, sceMgr_driver_B434A376
  0x26EAC6A5, sceMgrEncryptKc
  0x02F7AB01, sceMgrDecryptKc
  0x5576E156, sceMgrEncryptKicv
  0xE22F96A0, sceMgrDecryptKicv
  0xC408E3C0, sceMgrGenerateKb
  0x59894938, sceMgrGenerateICV
  0x0846B97A, sceMgr_driver_0846B97A
  0x34235E6B, sceMgr_driver_34235E6B
  0x6B908200, sceMgr_driver_6B908200
  0x5A260472, sceMgrGenerateKse
  0x4AC11456, sceMgrEncryptWithKse
  0x2DA3D191, sceMgrDecryptWithKse
  0x2BC130E3, sceMgr_driver_2BC130E3
  0xBDE09225, sceMgr_driver_BDE09225
  0x54166582, sceMgrStartSession
  0xF5DFD97B, sceMgrDESDecrypt
  0x2DAD213D, sceMgrDESEncrypt
  0x3583068E, sceMgrDESDecryptBlock
  0xC507A285, sceMgrDESEncryptBlock
  0x3054F8F1, sceMgrAESDecrypt
  0x8A916574, sceMgrAESEncrypt
  0xD46CF098, sceMgrMSInit
  0x9C886B02, sceMgrMSReset
  0xC9B02F91, sceMgrMSEnd
  0xC655D92B, sceMgr_driver_C655D92B
  0xF26C410A, sceMgr_driver_F26C410A
  0xA9F72903, sceMgr_driver_A9F72903
  0x6CCA97DB, sceMgr_driver_6CCA97DB
  0xA85906FC, sceMgr_driver_A85906FC
  0x91C76957, sceMgrMSMount
  0xC8380898, sceMgrMSAuth
  0x4F4AE686, sceMgr_driver_4F4AE686
  0x843ECFA2, sceMgr_driver_843ECFA2
  0x839F4A67, sceMgr_driver_839F4A67
  0xAC136724, sceMgr_driver_AC136724
  0x656D8FB1, sceMgr_driver_656D8FB1
  0x0ED46FF9, sceMgr_driver_0ED46FF9
  0x016A843B, sceMgr_driver_016A843B
  0x3EE1140B, sceMgr_driver_3EE1140B
  0xD3A061BE, sceMgr_driver_D3A061BE
  0xB7F69809, sceMgr_driver_B7F69809
  0xA01FF50C, sceMgr_driver_A01FF50C
  0x7D2AC9FE, sceMgr_driver_7D2AC9FE
  0xD1023CC2, sceMgr_driver_D1023CC2
  0xFD2D2952, sceMgr_driver_FD2D2952
  0xE1C0DAFE, sceMgr_driver_E1C0DAFE
  0x31B4BD28, sceMgr_driver_31B4BD28
  0x194C594A, sceMgrGetHwVersion
ModuleMgrForUser
  0xB7F46618, sceKernelLoadModuleByID
  0x977DE386, sceKernelLoadModule
  0x710F61B5, sceKernelLoadModuleMs
  0xF9275D98, sceKernelLoadModuleBufferUsbWlan
  0x50F0C1EC, sceKernelStartModule
  0xD1FF982A, sceKernelStopModule
  0x2E0911AA, sceKernelUnloadModule
  0xD675EBB8, sceKernelSelfStopUnloadModule
  0xCC1D3699, sceKernelStopUnloadSelfModule
  0x748CBED9, sceKernelQueryModuleInfo
ModuleMgrForKernel
  0xABE84F8A, sceKernelLoadModuleBufferWithApitype
  0xBA889C07, sceKernelLoadModuleBuffer
  0xB7F46618, sceKernelLoadModuleByID
  0x437214AE, sceKernelLoadModuleWithApitype
  0x977DE386, sceKernelLoadModule
  0x710F61B5, sceKernelLoadModuleMs
  0x91B87FAE, sceKernelLoadModuleVSHByID
  0xA4370E7C, sceKernelLoadModuleVSH
  0x23425E93, sceKernelLoadModuleVSHPlain
  0xF9275D98, sceKernelLoadModuleBufferUsbWlan
  0xF0CAC59E, sceKernelLoadModuleBufferVSH
  0x50F0C1EC, sceKernelStartModule
  0xD1FF982A, sceKernelStopModule
  0x2E0911AA, sceKernelUnloadModule
  0xD675EBB8, sceKernelSelfStopUnloadModule
  0xCC1D3699, sceKernelStopUnloadSelfModule
  0x04B7BD22, sceKernelSearchModuleByName
  0x54D9E02E, sceKernelSearchModuleByAddress
  0x748CBED9, sceKernelQueryModuleInfo
  0x5F0CC575, sceKernelRebootBeforeForUser
  0xB49FFB9E, sceKernelRebootBeforeForKernel
  0x644395E2, sceKernelGetModuleIdList
  0xd8b73127, sceKernelGetModuleIdByAddress
  0xf0a26395, sceKernelGetModuleId
  0xa6e8c1f5, sceKernelRebootPhaseForKernel
  0xAB77DC5A, sceKernelLoadModuleBootInitConfig
sceMpeg
  0x21FF80E4, sceMpegQueryStreamOffset
  0x611E9E11, sceMpegQueryStreamSize
  0x682A619B, sceMpegInit
  0x874624D6, sceMpegFinish
  0xC132E22F, sceMpegQueryMemSize
  0xD8C5F121, sceMpegCreate
  0x606A4649, sceMpegDelete
  0x42560F23, sceMpegRegistStream
